MA_100058g0010	AT4G32850
MA_359622g0010	AT2G34970
MA_36944g0010	AT1G23410
MA_387688g0010	AT5G07420
MA_4472676g0010	AT1G48480
MA_488511g0010	AT4G39690
MA_498950g0010	AT3G51240
MA_5412773g0010	AT2G32030
MA_566616g0010	AT1G51720
MA_576145g0010	AT2G45660
MA_5824726g0010	AT4G39830
MA_6075357g0010	AT1G70520
MA_617783g0010	AT2G34930
MA_69584g0010	AT3G61710
MA_702203g0010	AT2G28940
MA_70531g0010	AT3G62630
MA_7080744g0010	AT2G36970
MA_708108g0010	AT4G27250
MA_7472844g0010	AT2G42130
MA_755495g0010	AT5G19840
MA_7629985g0010	AT5G11530
MA_8266124g0010	AT2G28900
MA_8540260g0010	AT5G19440
MA_863891g0010	AT1G18900
MA_86505g0010	AT2G36830
MA_8683902g0010	AT3G45740
MA_8695707g0010	AT2G14060
MA_86967g0020	AT3G18790
MA_871780g0010	AT3G13677
MA_889873g0010	AT5G40380
MA_899178g0010	AT2G30710
MA_90129g0010	AT5G55690
MA_9034562g0010	AT5G53390
MA_926162g0010	AT2G47190
MA_9301019g0010	AT5G22000
MA_954610g0010	AT1G06340
MA_959731g0020	AT4G26190
MA_99843g0010	AT4G05050
MA_10066813g0010	AT4G01880
MA_10207074g0010	AT3G52140
MA_10375541g0010	AT1G68180
MA_104654g0020	AT4G39680
MA_110436g0010	AT1G50730
MA_1569916g0010	AT1G19370
MA_23511g0010	AT3G23710
MA_283576g0010	AT2G25740
MA_30431g0010	AT3G62200
MA_35813g0010	AT3G55720
MA_380449g0010	AT3G28610
MA_3809066g0010	AT5G50200
MA_42170g0010	AT1G52500
MA_5977801g0010	AT3G28345
MA_8461658g0010	AT1G05310
MA_8964232g0010	AT4G29940
MA_952542g0010	AT2G44980
MA_98619g0010	AT5G20580
MA_102253g0010	AT5G57780
MA_10427210g0040	AT5G20970
MA_10429889g0030	AT2G20750
MA_10430676g0010	AT5G11530
MA_10430994g0010	AT2G24762
MA_10433083g0020	AT4G34050
MA_10433127g0010	AT4G19050
MA_10434104g0010	AT4G11370
MA_107283g0010	AT1G68360
MA_110348g0010	AT1G80270
MA_126261g0010	AT5G56960
MA_129875g0020	AT2G26560
MA_136956g0010	AT1G68450
MA_137804g0010	AT1G52720
MA_140698g0020	AT4G34110
MA_14256g0010	AT3G54950
MA_161740g0010	AT5G44510
MA_162550g0010	AT5G53250
MA_169231g0010	AT4G01070
MA_19047g0010	AT3G52105
MA_20169g0010	AT1G02070
MA_206115g0010	AT4G13395
MA_21478g0010	AT3G52070
MA_218073g0010	AT1G09250
MA_224276g0010	AT5G17910
MA_258791g0010	AT1G69550
MA_35473g0010	AT1G27620
MA_50120g0010	AT5G11530
MA_536449g0010	AT3G21560
MA_6509575g0010	AT5G12930
MA_7422687g0010	AT1G65850
MA_8013509g0010	AT2G27200
MA_801600g0010	AT2G35730
MA_81066g0010	AT3G17670
MA_8334247g0010	AT5G57000
MA_88828g0010	AT1G19180
MA_9260020g0010	AT5G25190
MA_95739g0010	AT4G34050
MA_9895888g0010	AT5G04080
MA_10151719g0010	AT2G35980
MA_10203536g0010	AT5G51510
MA_10230083g0010	AT4G35985
MA_102406g0010	AT1G72300
MA_10273033g0010	AT1G13750
MA_10354989g0010	AT3G26850
MA_10429586g0020	AT5G06590
MA_10431537g0020	AT5G67250
MA_10432006g0010	AT1G20950
MA_10433847g0010	AT4G39720
MA_10436737g0030	AT5G03280
MA_1063603g0020	AT1G06890
MA_109942g0010	AT3G18790
MA_1138829g0010	AT3G14270
MA_119084g0010	AT5G10050
MA_119370g0010	AT3G18790
MA_12138g0010	AT1G79740
MA_151552g0010	AT2G42760
MA_154481g0010	AT2G42760
MA_155719g0010	AT3G13020
MA_172637g0030	AT1G06340
MA_175820g0010	AT1G55060
MA_177545g0010	AT2G15790
MA_18341g0010	AT3G48720
MA_1898036g0010	AT4G39230
MA_23997g0010	AT5G10830
MA_244964g0010	AT5G54160
MA_248361g0010	AT3G58070
MA_32997g0010	AT1G61105
MA_33129g0010	AT3G18790
MA_337500g0010	AT3G54350
MA_339463g0010	AT2G46600
MA_407472g0010	AT3G05760
MA_420698g0010	AT5G48480
MA_4667576g0010	AT2G35635
MA_501893g0010	AT5G15710
MA_509219g0010	AT4G22300
MA_6208606g0010	AT4G26180
MA_695576g0010	AT5G15930
MA_72031g0010	AT2G22250
MA_72696g0010	AT2G37890
MA_7386776g0010	AT4G10500
MA_7471513g0010	AT1G66180
MA_81351g0010	AT4G35550
MA_818744g0010	AT3G19910
MA_8381398g0010	AT3G18870
MA_8407753g0010	AT5G44160
MA_8642111g0010	AT3G12490
MA_88195g0010	AT5G65030
MA_898342g0010	AT4G14723
MA_9100264g0010	AT1G53460
MA_9383195g0010	AT4G01070
MA_95099g0010	AT1G02170
MA_9821370g0010	AT1G62770
MA_9958360g0010	AT3G18870
MA_9959066g0010	AT3G51600
MA_1076079g0010	AT1G11380
MA_110214g0010	AT2G45260
MA_115734g0010	AT2G04270
MA_19999g0010	AT3G16910
MA_20507g0010	AT5G05560
MA_222481g0010	AT5G63830
MA_3052g0010	AT5G26040
MA_468415g0010	AT3G49000
MA_68431g0010	AT5G63120
MA_78625g0010	AT3G52150
MA_86756g0010	AT3G09180
MA_8866076g0010	AT3G02710
MA_9703041g0010	AT1G04860
MA_10220433g0010	AT5G60040
MA_10428599g0010	AT4G14210
MA_10433912g0010	AT4G00630
MA_10433982g0010	AT2G38870
MA_10436820g0040	AT5G48385
MA_10436878g0010	AT5G48110
MA_134472g0010	AT4G32880
MA_158635g0010	AT1G24020
MA_167627g0020	AT4G29090
MA_175782g0020	AT1G06500
MA_198988g0020	AT4G16820
MA_256397g0010	AT2G38250
MA_261860g0010	AT3G16330
MA_262677g0010	AT4G36700
MA_349646g0010	AT2G14080
MA_5076208g0010	AT3G05200
MA_56360g0010	AT2G41380
MA_6195g0010	AT2G45250
MA_6299088g0010	AT5G23340
MA_663956g0010	AT1G18280
MA_8680235g0010	AT5G65030
MA_8793793g0010	AT5G26690
MA_8861640g0010	AT5G39865
MA_92262g0010	AT2G18969
MA_93016g0010	AT1G01490
MA_9467g0010	AT3G23200
MA_99871g0010	AT1G05870
MA_100701g0010	AT4G37750
MA_10222387g0010	AT5G44160
MA_10225023g0010	AT3G18790
MA_10277188g0010	AT5G16370
MA_10329763g0010	AT1G11545
MA_10392195g0010	AT1G32340
MA_10426602g0010	AT4G07950
MA_10427162g0010	AT3G58530
MA_10427878g0010	AT5G55250
MA_10427972g0010	AT5G65970
MA_10428130g0020	AT1G23410
MA_10428377g0010	AT4G38600
MA_10428944g0010	AT2G45540
MA_10431116g0020	AT3G16857
MA_10432907g0010	AT1G18390
MA_10433771g0030	AT1G16730
MA_10433816g0010	AT5G04250
MA_10434610g0010	AT1G30550
MA_11182g0010	AT5G04720
MA_113217g0010	AT5G64270
MA_115113g0020	AT5G48480
MA_120134g0010	AT3G25650
MA_134419g0010	AT1G30960
MA_134912g0010	AT5G19330
MA_136163g0010	AT1G54350
MA_139954g0010	AT5G23570
MA_174384g0010	AT1G11545
MA_174759g0010	AT4G03280
MA_175001g0030	AT1G33560
MA_175359g0020	AT1G05670
MA_18982g0010	AT5G11530
MA_197868g0010	AT1G27170
MA_19847g0010	AT4G13870
MA_227159g0010	AT1G23740
MA_26189g0010	AT3G25855
MA_2727363g0010	AT3G50990
MA_34698g0010	AT5G09830
MA_3784949g0010	AT1G01190
MA_3943g0010	AT5G03840
MA_480698g0010	AT2G20710
MA_48840g0010	AT5G41540
MA_489993g0020	AT2G28490
MA_502411g0010	AT3G54350
MA_57642g0010	AT1G63850
MA_5832218g0010	AT3G48680
MA_648486g0010	AT3G29770
MA_6746643g0010	AT1G70700
MA_71183g0010	AT5G54855
MA_7195524g0010	AT1G07540
MA_74778g0020	AT1G01490
MA_779424g0010	AT1G60440
MA_7839119g0010	AT1G78530
MA_8961g0010	AT3G56110
MA_932850g0010	AT1G64430
MA_95508g0020	AT2G46570
MA_97859g0010	AT1G02120
MA_10212841g0010	AT3G15380
MA_10435146g0020	AT5G56500
MA_10589g0020	AT5G57190
MA_1160135g0020	AT4G39140
MA_134110g0010	AT5G41020
MA_14008g0010	AT5G17800
MA_155209g0010	AT4G39140
MA_212684g0010	AT5G48600
MA_22311g0010	AT1G05380
MA_5681263g0010	AT3G14360
MA_79447g0010	AT5G16770
MA_800776g0010	AT2G47600
MA_98660g0010	AT1G09320
MA_10431982g0010	AT3G53320
MA_106596g0010	AT5G67470
MA_12742g0010	AT5G02640
MA_151301g0020	AT1G10000
MA_168710g0010	AT1G13590
MA_169367g0010	AT3G46530
MA_17574g0010	AT4G30820
MA_293560g0010	AT4G34050
MA_320104g0010	AT5G37260
MA_408047g0010	AT1G24020
MA_5548g0020	AT1G69550
MA_62461g0010	AT3G43120
MA_8004651g0010	AT3G09720
MA_81108g0010	AT3G18440
MA_8113670g0010	AT3G20300
MA_867509g0010	AT5G52740
MA_10428721g0020	AT4G27430
MA_10429702g0010	AT1G27170
MA_10429954g0010	AT3G11330
MA_10432759g0020	AT3G17470
MA_10432858g0010	AT5G02770
MA_10434750g0010	AT3G44670
MA_105216g0020	AT3G63500
MA_113302g0010	AT3G18380
MA_119428g0010	AT5G55510
MA_130853g0010	AT1G18390
MA_13170g0010	AT1G33970
MA_16216g0010	AT5G12340
MA_187673g0010	AT3G61970
MA_19980g0010	AT4G27970
MA_2183835g0010	AT5G66810
MA_219500g0020	AT3G04220
MA_27183g0010	AT1G68450
MA_334877g0010	AT3G05420
MA_35764g0010	AT2G18370
MA_446077g0010	AT2G23540
MA_5859416g0010	AT4G37170
MA_617583g0010	AT3G45310
MA_66037g0010	AT3G06060
MA_752193g0010	AT4G36210
MA_7600254g0010	AT2G17250
MA_774607g0010	AT2G27110
MA_849439g0010	AT5G36930
MA_866776g0010	AT2G18450
MA_89316g0010	AT1G52900
MA_9244164g0010	AT3G15810
MA_93771g0010	AT3G61820
MA_938248g0010	AT1G33970
MA_9893454g0010	AT5G18980
MA_20468g0020	AT2G38210
MA_209527g0010	AT5G64500
MA_337383g0010	AT1G71720
MA_36651g0010	AT4G12190
MA_498060g0010	AT1G48720
MA_6083738g0010	AT3G52970
MA_630758g0010	AT1G64970
MA_9821052g0010	AT1G04700
MA_10064139g0010	AT1G64850
MA_10433449g0010	AT3G24870
MA_1144611g0010	AT3G22220
MA_26320g0020	AT1G18280
MA_439769g0010	AT3G44480
MA_472144g0010	AT3G44020
MA_6026659g0010	AT5G47920
MA_714991g0010	AT3G07040
MA_8443026g0010	AT1G69930
MA_89787g0010	AT1G69550
MA_92735g0030	AT3G15095
MA_9303903g0010	AT1G54570
MA_937782g0010	AT3G63290
MA_9856146g0010	AT5G37260
MA_10099553g0010	AT2G45270
MA_10260569g0010	AT5G58160
MA_10425854g0020	AT5G24620
MA_10429471g0010	AT5G35520
MA_10432291g0030	AT5G33406
MA_10433442g0010	AT5G44510
MA_132027g0020	AT2G24762
MA_184376g0010	AT3G50920
MA_25647g0020	AT3G51010
MA_304712g0010	AT1G56720
MA_310027g0010	AT1G72300
MA_332192g0010	AT1G61105
MA_3606g0010	AT4G18160
MA_45650g0020	AT5G22810
MA_464891g0010	AT3G09890
MA_5302613g0010	AT3G03980
MA_7109593g0010	AT1G06340
MA_786354g0010	AT2G33260
MA_792740g0010	AT4G21150
MA_8051507g0010	AT2G15900
MA_8069129g0010	AT3G50310
MA_8097964g0010	AT4G13270
MA_870320g0010	AT1G79740
MA_9159908g0010	AT3G29410
MA_9445658g0010	AT4G14660
MA_9929427g0010	AT1G14470
MA_10358510g0020	AT4G16740
MA_10434979g0010	AT1G69550
MA_16049g0020	AT4G09940
MA_79743g0020	AT4G33680
MA_9959232g0010	AT1G59520
MA_10102272g0010	AT3G17611
MA_10136386g0010	AT1G64080
MA_10429684g0020	AT3G55760
MA_10433500g0010	AT1G72060
MA_10434839g0010	AT2G23090
MA_105916g0010	AT4G26630
MA_161244g0010	AT5G65030
MA_175090g0010	AT5G58280
MA_20828g0020	AT1G13190
MA_3302g0010	AT5G44060
MA_346279g0010	AT4G18640
MA_552950g0010	AT1G69550
MA_68564g0010	AT2G01820
MA_700109g0010	AT1G68450
MA_8247894g0010	AT1G04730
MA_8761341g0010	AT1G65870
MA_10277463g0010	AT3G10572
MA_10421102g0010	AT3G59920
MA_10430457g0020	AT1G06240
MA_10433409g0010	AT3G50920
MA_10435747g0020	AT5G20840
MA_10436693g0020	AT4G25330
MA_1063603g0010	AT5G67630
MA_127205g0010	AT1G73890
MA_135670g0010	AT1G68490
MA_15269g0010	AT5G35570
MA_17469g0010	AT2G37050
MA_183879g0010	AT2G44340
MA_270245g0010	AT3G56230
MA_296363g0010	AT2G37050
MA_33934g0010	AT1G05460
MA_379505g0010	AT2G28900
MA_428434g0010	AT2G47410
MA_436410g0010	AT1G35660
MA_494704g0010	AT2G40610
MA_5113679g0010	AT2G27080
MA_58375g0020	AT2G32590
MA_773519g0010	AT4G19050
MA_820424g0010	AT5G64390
MA_8226951g0010	AT5G27690
MA_82465g0010	AT1G12870
MA_884377g0010	AT5G57780
MA_9058643g0010	AT1G12360
MA_956337g0010	AT2G17620
MA_10428629g0010	AT2G47590
MA_10431414g0010	AT5G15010
MA_775844g0010	AT5G60620
MA_78090g0010	AT1G17070
MA_9424696g0010	AT1G15240
MA_955732g0010	AT1G07110
MA_10158949g0010	AT1G19180
MA_10436748g0010	AT5G38240
MA_10437183g0010	AT3G58090
MA_3573g0010	AT1G68450
MA_428433g0010	AT5G11590
MA_6429712g0010	AT3G44400
MA_10071392g0010	AT1G68450
MA_10296295g0010	AT3G55140
MA_10325924g0010	AT4G25433
MA_10426832g0010	AT1G05680
MA_10429740g0010	AT4G18640
MA_10431356g0010	AT3G45770
MA_10431396g0020	AT3G18950
MA_10435263g0010	AT5G27690
MA_112952g0010	AT4G39260
MA_1164041g0010	AT5G54160
MA_136752g0010	AT5G33406
MA_153479g0010	AT1G25510
MA_156189g0010	AT1G22050
MA_174106g0010	AT1G05385
MA_178891g0010	AT5G14590
MA_26575g0010	AT2G25710
MA_2815g0010	AT5G67530
MA_288710g0020	AT1G17210
MA_30515g0020	AT2G30620
MA_527788g0010	AT5G06830
MA_7574106g0010	AT1G05385
MA_7829497g0010	AT5G19440
MA_973970g0010	AT4G34050
MA_974972g0010	AT4G34050
MA_10436114g0010	AT5G10080
MA_123860g0010	AT3G51520
MA_140375g0010	AT3G23750
MA_111440g0010	AT5G63310
MA_317111g0010	AT1G42540
MA_424186g0010	AT1G05870
MA_52062g0010	AT1G69360
MA_65580g0010	AT1G20450
MA_753681g0010	AT1G19180
MA_8740541g0010	AT3G44670
MA_9841022g0010	AT1G20060
MA_10210452g0010	AT5G12890
MA_10322815g0010	AT1G74150
MA_10328712g0030	AT5G61000
MA_10427996g0020	AT1G52900
MA_10429309g0030	AT4G19380
MA_10435549g0030	AT5G43810
MA_10661g0010	AT3G46670
MA_120459g0010	AT5G14030
MA_125488g0010	AT2G26910
MA_165483g0010	AT1G51600
MA_3412195g0010	AT1G61680
MA_702466g0010	AT1G71950
MA_7861g0010	AT1G65480
MA_9543471g0010	AT1G51600
MA_9776g0010	AT3G43540
MA_985876g0010	AT5G25610
MA_10429811g0010	AT4G39420
MA_17692g0010	AT3G45010
MA_40138g0010	AT3G19440
MA_7264146g0010	AT5G05680
MA_10425902g0010	AT2G28800
MA_10429068g0010	AT1G24020
MA_10434679g0010	AT2G16400
MA_10434839g0020	AT2G23090
MA_107340g0010	AT5G54970
MA_1130035g0010	AT1G79740
MA_1152900g0010	AT2G37820
MA_116451g0010	AT3G57520
MA_140535g0010	AT5G04080
MA_15821g0010	AT1G14160
MA_174461g0010	AT3G50340
MA_177562g0010	AT2G38465
MA_17909g0010	AT5G23930
MA_26274g0010	AT5G53770
MA_3069g0010	AT4G30410
MA_3208754g0010	AT5G08250
MA_320912g0010	AT4G17540
MA_33494g0010	AT1G61340
MA_39532g0010	AT2G35730
MA_41213g0010	AT3G17450
MA_436575g0010	AT5G25810
MA_4395g0010	AT5G57150
MA_46315g0010	AT4G39720
MA_4991268g0010	AT4G19050
MA_601245g0010	AT5G22650
MA_6445g0020	AT2G35730
MA_65017g0010	AT2G35290
MA_650258g0010	AT3G57320
MA_7337712g0010	AT3G01410
MA_83518g0010	AT3G60520
MA_87409g0010	AT5G22390
MA_8964699g0010	AT4G20370
MA_9297298g0010	AT3G02645
MA_941055g0010	AT1G78170
MA_94637g0010	AT5G38690
MA_9897277g0010	AT2G26310
MA_10115988g0010	AT5G20480
MA_10195g0010	AT2G45610
MA_10251285g0010	AT1G67785
MA_10255496g0010	AT4G31530
MA_10264898g0010	AT1G52900
MA_10290651g0010	AT5G17540
MA_10366066g0020	AT2G41970
MA_10385073g0010	AT5G12020
MA_10428612g0010	AT4G16660
MA_10429901g0010	AT1G17020
MA_10429938g0040	AT3G57520
MA_10431456g0010	AT3G08510
MA_10433347g0010	AT3G05320
MA_10434565g0010	AT2G34360
MA_10435431g0010	AT5G22280
MA_10436693g0010	AT4G25330
MA_10437064g0010	AT1G49960
MA_110342g0010	AT5G17270
MA_112051g0010	AT1G07980
MA_113808g0010	AT3G13020
MA_11568g0010	AT1G16220
MA_115755g0010	AT4G04830
MA_119535g0010	AT1G59660
MA_135609g0010	AT1G69550
MA_13591g0010	AT5G06740
MA_15320g0010	AT5G53950
MA_168356g0010	AT3G47580
MA_169366g0010	AT3G45310
MA_172276g0010	AT5G20400
MA_172537g0010	AT5G44800
MA_174047g0010	AT1G21690
MA_174345g0010	AT5G64440
MA_175437g0010	AT1G21690
MA_179249g0010	AT5G33406
MA_184793g0010	AT3G26620
MA_203935g0010	AT5G62710
MA_205325g0010	AT2G42240
MA_209740g0010	AT2G42870
MA_210947g0010	AT5G58200
MA_215186g0010	AT2G44900
MA_222629g0010	AT1G73790
MA_235g0010	AT2G36640
MA_298038g0010	AT1G63490
MA_308986g0010	AT5G36210
MA_3532147g0010	AT4G33210
MA_356143g0010	AT2G24210
MA_357129g0010	AT3G13610
MA_36613g0010	AT1G30090
MA_3663759g0010	AT1G03230
MA_384407g0010	AT1G06820
MA_446579g0010	AT5G44510
MA_49398g0010	AT3G48770
MA_496838g0010	AT1G12220
MA_5104358g0010	AT5G24510
MA_557399g0010	AT1G77260
MA_6079049g0010	AT3G14470
MA_61138g0010	AT2G21250
MA_63494g0010	AT3G13020
MA_6384269g0010	AT1G06840
MA_63904g0020	AT1G68450
MA_6432291g0010	AT3G07040
MA_6612405g0010	AT3G12560
MA_70493g0010	AT2G28100
MA_7191709g0010	AT5G18850
MA_7460023g0010	AT1G14870
MA_7476508g0010	AT5G54160
MA_763639g0010	AT3G50740
MA_76964g0010	AT4G18460
MA_7786061g0010	AT4G00355
MA_77993g0010	AT3G58070
MA_8159538g0010	AT4G15450
MA_8211512g0010	AT4G04830
MA_872747g0010	AT3G15190
MA_88202g0010	AT3G14362
MA_8962640g0010	AT2G17250
MA_9084923g0010	AT1G75280
MA_91700g0010	AT3G61920
MA_9411559g0010	AT2G41960
MA_942758g0010	AT3G03460
MA_10431122g0010	AT3G22970
MA_10431424g0010	AT5G44860
MA_10432865g0010	AT1G71695
MA_10433241g0010	AT3G26720
MA_12346g0020	AT4G25390
MA_244062g0010	AT4G09140
MA_351740g0010	AT3G18730
MA_41488g0010	AT5G62960
MA_452462g0010	AT3G28345
MA_563352g0010	AT1G27180
MA_8034581g0010	AT2G37050
MA_94786g0010	AT4G39720
MA_955207g0010	AT5G53770
MA_10011775g0010	AT5G37660
MA_10094952g0010	AT2G06850
MA_101002g0010	AT2G35290
MA_10305266g0010	AT5G02010
MA_10379473g0010	AT2G18370
MA_10402779g0010	AT3G44670
MA_10426397g0010	AT1G29630
MA_10427493g0010	AT5G20970
MA_10428445g0020	AT1G67790
MA_10429021g0010	AT4G36850
MA_10429305g0010	AT5G19900
MA_10429892g0010	AT5G08240
MA_10433158g0010	AT3G22210
MA_10433469g0010	AT1G32560
MA_10434473g0010	AT1G69550
MA_10434796g0020	AT1G12970
MA_10435260g0010	AT1G71430
MA_10436747g0020	AT4G01680
MA_124602g0010	AT5G66580
MA_14541g0010	AT3G50830
MA_158217g0010	AT3G53810
MA_19869g0010	AT5G20900
MA_204551g0010	AT1G68450
MA_224412g0010	AT1G24020
MA_237866g0010	AT3G19660
MA_25488g0010	AT5G45590
MA_25862g0010	AT2G38465
MA_259669g0010	AT2G19170
MA_2639751g0010	AT5G05280
MA_27408g0010	AT1G71865
MA_43105g0010	AT5G66580
MA_4399472g0010	AT2G29000
MA_46231g0010	AT3G45980
MA_526086g0010	AT3G09360
MA_54375g0010	AT1G70700
MA_56270g0010	AT4G01960
MA_63177g0010	AT5G01740
MA_64313g0010	AT2G23690
MA_646885g0010	AT5G62810
MA_68091g0010	AT1G17345
MA_683244g0010	AT5G24610
MA_72550g0010	AT2G18850
MA_73880g0010	AT5G28040
MA_740600g0010	AT1G19980
MA_7411854g0010	AT3G21560
MA_7962954g0010	AT5G15710
MA_8066243g0010	AT3G18560
MA_84389g0010	AT2G23690
MA_899736g0010	AT4G15450
MA_92168g0010	AT1G01260
MA_9339426g0010	AT4G13560
MA_9356g0010	AT4G00850
MA_954835g0010	AT5G51350
MA_961483g0010	AT4G27990
MA_96244g0010	AT1G35560
MA_10018585g0010	AT3G26730
MA_102304g0010	AT3G55240
MA_10276952g0010	AT4G04955
MA_103589g0010	AT3G18790
MA_10425881g0010	AT3G49670
MA_10426111g0020	AT1G48480
MA_10426299g0010	AT5G52540
MA_10426474g0010	AT1G67040
MA_10427554g0010	AT3G17030
MA_10427643g0020	AT4G13270
MA_10431529g0020	AT1G53910
MA_10432202g0040	AT4G19050
MA_10432256g0020	AT3G43610
MA_10432826g0010	AT1G43245
MA_10434362g0010	AT1G22900
MA_10434893g0030	AT2G32260
MA_10436614g0010	AT5G40280
MA_113463g0010	AT4G14465
MA_12353g0010	AT1G52910
MA_1284g0010	AT1G26120
MA_128679g0010	AT3G15140
MA_14247g0030	AT5G20900
MA_181094g0020	AT3G17450
MA_182003g0010	AT3G17450
MA_184998g0010	AT3G06780
MA_195289g0010	AT1G01490
MA_199409g0010	AT3G52105
MA_232457g0010	AT1G69550
MA_256353g0010	AT4G02725
MA_265284g0010	AT2G44180
MA_27635g0010	AT2G34160
MA_31010g0010	AT1G32340
MA_327596g0010	AT1G09340
MA_360353g0010	AT4G39720
MA_37588g0010	AT5G57290
MA_38611g0010	AT1G19660
MA_40275g0010	AT1G64970
MA_419640g0010	AT1G55620
MA_42472g0020	AT1G09750
MA_43609g0010	AT2G20000
MA_482249g0010	AT4G18975
MA_497510g0010	AT1G78820
MA_4985671g0010	AT3G03280
MA_51507g0020	AT3G06920
MA_5314g0010	AT3G24255
MA_53391g0010	AT3G02410
MA_56436g0020	AT1G47580
MA_56497g0010	AT4G17030
MA_577683g0010	AT1G11650
MA_5784027g0010	AT1G12210
MA_6139794g0010	AT3G26650
MA_6205g0010	AT3G16520
MA_62173g0010	AT5G15710
MA_62309g0010	AT2G30695
MA_6307607g0010	AT4G24210
MA_63516g0020	AT4G29960
MA_6828207g0010	AT3G46530
MA_6840g0010	AT5G47010
MA_6924g0010	AT1G69380
MA_69882g0010	AT5G65700
MA_700644g0010	AT3G20300
MA_701774g0010	AT2G21270
MA_7143128g0010	AT5G45810
MA_742675g0010	AT1G45332
MA_75293g0010	AT2G20020
MA_75789g0020	AT4G14350
MA_77518g0010	AT1G69930
MA_7808522g0010	AT2G37050
MA_79133g0020	AT3G15730
MA_8025322g0010	AT2G07360
MA_81125g0010	AT3G52590
MA_8550g0010	AT3G61920
MA_8745701g0010	AT1G34355
MA_89881g0010	AT2G01480
MA_90767g0010	AT2G19230
MA_9124859g0010	AT3G13060
MA_93968g0010	AT1G60690
MA_94056g0020	AT4G03210
MA_9556726g0010	AT5G26240
MA_9620308g0010	AT4G27520
MA_98278g0010	AT4G04570
MA_98584g0010	AT3G22060
MA_10067338g0010	AT4G36440
MA_10155970g0010	AT3G01380
MA_15597g0010	AT3G63440
MA_18185g0020	AT4G30020
MA_199005g0010	AT2G29600
MA_290554g0010	AT1G69550
MA_44680g0010	AT1G48720
MA_462649g0010	AT2G30280
MA_5192g0020	AT1G63910
MA_711157g0010	AT1G67100
MA_7188813g0010	AT1G60080
MA_78187g0010	AT2G33880
MA_10203887g0010	AT2G35290
MA_10277041g0020	AT5G09440
MA_10427796g0020	AT5G61190
MA_10427807g0010	AT4G32010
MA_10432060g0010	AT4G09820
MA_10432918g0010	AT1G28395
MA_10433462g0010	AT3G60520
MA_10434778g0020	AT5G47040
MA_107659g0010	AT2G01640
MA_123556g0020	AT2G47330
MA_12592g0010	AT4G38280
MA_126188g0010	AT2G41940
MA_13307g0020	AT2G23670
MA_162617g0010	AT5G08520
MA_167903g0010	AT1G80270
MA_476255g0010	AT5G58120
MA_48718g0010	AT2G44340
MA_49854g0010	AT5G17280
MA_6056827g0010	AT2G25680
MA_681294g0010	AT1G63850
MA_69177g0010	AT3G15630
MA_734074g0010	AT1G16530
MA_8305243g0010	AT4G21410
MA_83250g0010	AT1G62300
MA_8768277g0010	AT3G19550
MA_88009g0010	AT5G13220
MA_90480g0010	AT5G48485
MA_9342539g0010	AT2G19170
MA_97021g0010	AT5G43150
MA_10224204g0010	AT5G11620
MA_10280856g0010	AT1G44900
MA_10283870g0010	AT2G30880
MA_10328712g0020	AT1G73570
MA_10356374g0010	AT2G23093
MA_10429492g0010	AT5G06830
MA_10430475g0010	AT1G08600
MA_10436773g0010	AT1G18260
MA_151481g0010	AT1G28250
MA_160931g0010	AT1G73080
MA_166118g0010	AT5G04500
MA_16628g0010	AT5G54300
MA_174187g0010	AT2G43235
MA_183150g0010	AT3G49590
MA_183969g0010	AT1G53310
MA_192197g0010	AT1G48970
MA_20255g0020	AT2G01300
MA_252599g0010	AT1G69550
MA_258237g0010	AT3G44710
MA_259106g0010	AT4G19110
MA_262149g0010	ATMG00860
MA_327391g0010	AT1G34750
MA_363107g0010	AT1G68480
MA_36317g0010	AT5G46020
MA_40728g0010	AT3G43270
MA_419452g0010	AT5G23930
MA_452462g0020	AT3G47550
MA_45491g0010	AT3G02450
MA_462436g0010	AT2G16050
MA_4662908g0010	AT5G48490
MA_48047g0010	AT3G13010
MA_556767g0010	AT1G53580
MA_60655g0010	AT5G53000
MA_703872g0010	AT5G19890
MA_72747g0010	AT4G34490
MA_7358045g0010	AT1G11300
MA_7468g0010	AT5G03320
MA_7590425g0010	AT5G19840
MA_7915415g0010	AT3G61860
MA_7921964g0010	AT4G26090
MA_8165171g0010	AT4G26240
MA_8203684g0010	AT3G10030
MA_8580g0020	AT5G66870
MA_8904731g0010	AT5G06970
MA_892918g0010	AT3G19640
MA_9043g0020	AT5G42650
MA_9057964g0010	AT4G21410
MA_9283121g0010	AT3G06560
MA_943582g0010	AT3G52240
MA_94962g0010	AT2G43590
MA_959991g0010	AT3G26744
MA_961396g0010	AT1G23740
MA_9719655g0010	AT1G09070
MA_98449g0010	AT2G41630
MA_10046054g0010	AT2G20480
MA_10142g0010	AT5G52950
MA_10434893g0020	AT5G66510
MA_11267g0010	AT3G10600
MA_11473g0010	AT3G14360
MA_130493g0010	AT5G28040
MA_165329g0010	AT3G06290
MA_266635g0010	AT3G54630
MA_809372g0010	AT3G59340
MA_8355301g0010	AT5G56250
MA_94142g0010	AT5G49700
MA_10326937g0010	AT1G56120
MA_10328300g0010	AT5G33406
MA_104214g0010	AT3G50980
MA_10427252g0010	AT1G50300
MA_10432442g0010	AT4G34050
MA_10433721g0020	AT3G47850
MA_10434794g0010	AT3G49190
MA_10435652g0010	AT2G32240
MA_1391g0030	AT1G78860
MA_185835g0010	AT3G23080
